Recency,Frequency,Monetary,AvgItemsPerOrder,UniqueCategories,DaysBetweenOrders,ReturnRate,LoyaltyPoints,TargetProductsNext30d,TargetSpendNext30d
273,25,7243.54,9,3,3,0.2,1339,13,625.19
136,66,6427.47,2,8,13,0.14,3257,13,1458.65
153,89,9209.96,14,5,39,0.14,4198,1,39.38
329,57,1185.01,13,7,16,0.02,8547,37,2425.67
178,91,9900.54,1,2,46,0.3,6597,32,5440.51
153,58,9214.0,6,4,29,0.27,6263,17,1201.24
305,10,9493.63,13,7,3,0.16,2450,14,510.21
257,73,4326.66,6,1,47,0.05,9353,17,2974.66
299,7,7271.88,10,2,35,0.15,9459,33,5910.9
345,95,4824.56,4,9,9,0.21,9926,28,655.65
48,65,7007.8,6,2,18,0.26,8528,26,692.62
208,49,5870.98,12,6,10,0.24,7477,7,550.28
94,47,384.1,7,7,58,0.16,254,3,268.15
266,76,1361.44,11,7,10,0.29,9842,25,4848.5
102,70,8475.01,5,8,6,0.0,7357,16,2044.57
357,39,1619.58,2,2,55,0.06,824,5,503.62
269,55,5546.7,7,7,45,0.05,952,30,5339.78
359,59,6829.79,13,6,5,0.22,8487,15,2580.34
321,29,7899.4,13,3,41,0.24,2018,30,3398.82
246,66,1114.38,6,2,48,0.13,9631,31,2926.66
44,24,4027.88,9,7,23,0.22,739,3,573.06
37,62,8826.35,9,6,52,0.02,281,4,761.52
171,81,3703.59,12,5,18,0.01,2076,4,404.85
203,93,4153.29,8,7,2,0.09,7746,1,113.26
125,73,764.5,6,2,27,0.03,664,9,743.07
316,73,2854.25,13,6,46,0.26,5692,29,1973.67
293,28,7319.69,7,6,29,0.28,250,38,4965.88
44,47,7029.69,13,5,43,0.1,4703,21,1375.85
153,83,755.21,11,3,21,0.07,7330,1,119.08
307,34,2233.0,4,7,9,0.02,3509,38,7550.91
313,31,3721.19,2,5,12,0.22,2607,17,774.1
335,52,4659.51,7,1,12,0.05,8027,37,5324.03
233,61,6548.23,13,1,24,0.04,6562,27,4776.31
290,80,2260.6,14,9,11,0.01,8124,31,1902.56
13,7,7813.87,7,4,53,0.28,6503,7,607.27
81,34,243.0,3,9,6,0.2,8810,17,1081.12
336,66,7945.62,10,8,37,0.1,3417,20,2695.76
158,91,2935.87,1,5,53,0.15,7479,18,874.18
337,39,2056.54,13,9,34,0.19,9218,33,3019.43
272,32,8541.15,2,4,11,0.2,8982,26,2560.42
309,28,3446.77,8,3,50,0.11,7276,11,392.58
130,48,5522.3,12,7,35,0.27,759,38,6557.22
115,75,284.74,5,9,8,0.1,1841,17,1974.76
220,27,5282.85,1,7,7,0.09,5978,16,1891.84
121,31,3960.82,1,5,51,0.05,2584,39,3412.83
119,92,6515.59,2,5,39,0.3,723,25,4001.75
277,53,4261.55,6,5,40,0.17,4480,17,684.35
265,7,7759.69,5,8,40,0.02,2006,1,62.22
141,98,6490.68,8,5,51,0.07,6404,39,1327.38
99,50,5719.35,1,5,28,0.03,1777,16,1431.75
92,30,3040.91,14,5,3,0.16,657,17,2483.72
112,5,4137.16,5,1,29,0.13,2703,3,239.73
93,72,1434.03,1,5,54,0.07,187,7,560.59
181,81,7707.18,14,5,42,0.19,9418,19,3579.5
364,54,9443.69,7,5,14,0.15,2337,39,4608.9
357,93,8527.43,1,1,20,0.24,9429,13,1969.48
44,36,6514.35,2,9,10,0.02,9489,30,5307.32
293,20,3073.74,5,4,43,0.12,3918,4,478.6
151,29,5677.6,9,6,55,0.13,3701,19,1398.28
336,59,8796.1,9,2,3,0.12,5890,0,0.0
128,47,6513.42,1,8,41,0.29,7109,39,6100.75
205,94,3249.43,3,3,23,0.01,7379,34,3542.85
90,63,2933.32,6,5,38,0.09,8955,5,593.86
357,33,3252.69,14,5,27,0.26,3611,17,916.66
173,93,8660.76,2,2,12,0.03,9289,9,799.88
124,12,894.58,9,3,19,0.28,5042,35,2596.56
55,77,4064.51,12,4,24,0.24,461,31,2477.7
149,98,9897.65,7,9,25,0.23,6633,18,2233.37
211,30,8747.23,7,2,31,0.25,2274,22,986.58
172,29,136.39,7,2,21,0.22,9104,27,2760.76
217,58,5070.67,3,7,3,0.11,9602,3,212.48
2,48,3233.88,2,8,9,0.25,2301,12,2110.29
275,74,9498.36,5,7,4,0.02,7210,36,7053.07
314,66,8245.08,5,9,57,0.03,1930,6,1165.46
63,12,2628.57,9,8,49,0.2,8003,6,343.65
164,73,7888.74,6,6,33,0.24,323,24,3090.4
132,94,9147.83,2,6,18,0.06,3736,12,1042.92
257,12,683.48,12,4,11,0.25,6548,31,5691.25
188,13,3764.66,1,2,49,0.12,4691,28,3259.99
63,86,2269.18,13,1,1,0.01,6822,21,1386.45
246,82,5019.2,1,5,58,0.11,8629,7,1202.3
68,11,6748.98,9,9,5,0.27,7753,31,3414.47
105,74,3163.08,1,9,51,0.17,5620,24,935.26
200,9,3040.22,3,4,8,0.09,8732,16,2906.96
90,80,8447.7,11,6,51,0.2,4419,8,588.17
188,51,1809.87,7,7,49,0.05,9517,1,136.63
313,57,8955.14,7,2,19,0.05,3605,13,1296.74
3,90,3785.61,9,3,41,0.04,2227,6,234.0
13,21,9867.39,10,4,40,0.08,8304,35,5257.36
252,34,8885.99,10,1,13,0.03,4761,34,4705.56
264,61,1189.37,8,6,20,0.0,3630,1,33.05
239,59,7709.02,14,9,13,0.22,9033,24,1283.11
62,48,1461.04,6,1,23,0.02,6483,7,826.27
352,42,6234.64,2,5,7,0.07,3993,39,4303.6
169,6,2575.42,9,8,26,0.16,2383,8,474.89
259,78,6363.75,10,4,59,0.1,2053,11,1059.17
30,96,2024.2,8,9,47,0.2,5731,32,2433.58
314,31,6112.7,12,9,4,0.17,3229,18,1934.27
265,41,2195.95,3,5,6,0.18,2064,38,7481.61
226,7,488.54,9,5,21,0.03,7605,30,4207.08
110,87,8541.71,4,1,24,0.27,2292,31,5192.01
151,55,775.99,10,9,52,0.05,4214,8,446.94
22,73,3130.39,13,5,17,0.09,1076,21,3670.07
5,91,6213.36,7,6,18,0.16,8585,4,377.5
346,77,890.2,10,8,51,0.3,4004,7,1221.19
30,42,7419.37,4,9,36,0.11,9466,32,3539.79
210,85,1647.81,8,1,58,0.0,4115,35,4419.66
283,73,3849.87,5,7,49,0.21,6870,39,1829.25
223,93,6661.56,7,2,20,0.29,173,27,3350.62
212,53,8397.16,2,6,51,0.03,7616,32,2935.0
217,31,2218.32,11,1,23,0.11,2040,8,290.92
269,17,9901.71,14,3,10,0.27,9411,1,171.39
126,20,259.0,2,3,14,0.28,8463,29,5570.87
138,35,2290.24,14,7,14,0.17,4000,6,738.26
126,73,2404.24,4,2,10,0.14,9732,27,4256.64
342,57,1553.1,8,6,7,0.25,6449,12,1810.86
183,6,7849.16,10,4,41,0.13,4069,4,605.6
88,72,3238.4,4,5,26,0.16,7505,11,1362.91
185,82,2521.83,8,6,52,0.25,638,24,2878.74
197,64,7664.4,1,2,5,0.21,46,2,111.89
55,7,5014.31,2,5,18,0.12,1729,27,4370.11
113,11,8338.26,14,6,23,0.1,5363,10,1055.15
74,63,6339.03,13,7,47,0.14,1251,15,2575.94
176,25,5127.27,12,2,18,0.2,3970,11,1785.8
318,92,1025.83,3,3,3,0.08,9591,30,913.73
350,20,9619.7,3,9,16,0.04,1385,37,6182.64
286,58,3975.83,12,7,12,0.09,7122,9,651.74
199,36,1222.88,3,6,45,0.18,7853,1,184.53
35,10,7500.63,11,8,7,0.05,9652,39,1521.63
78,13,3931.25,5,7,50,0.22,2572,8,522.73
90,26,6683.52,13,2,43,0.15,6016,26,4056.33
103,54,9710.19,9,3,7,0.29,6688,22,2159.97
89,12,4120.04,9,5,45,0.14,6105,29,1179.52
223,20,594.53,1,5,39,0.1,8606,10,1296.74
237,89,3397.97,9,3,52,0.13,816,16,3181.81
325,89,3228.58,3,5,58,0.26,4296,11,453.88
117,23,130.59,10,3,5,0.26,2563,15,436.55
86,19,4644.79,11,3,43,0.19,5684,12,1319.77
111,2,6280.9,6,3,2,0.11,7637,1,34.21
196,96,6425.15,12,2,38,0.18,3334,35,6121.07
282,69,2798.38,14,4,45,0.15,4221,8,525.2
96,47,2994.79,7,2,55,0.09,8938,28,3251.49
163,32,2091.84,3,5,57,0.26,5649,19,2191.85
71,41,4241.93,5,9,16,0.01,4355,3,284.69
265,76,5693.79,12,8,51,0.11,6819,9,1364.26
289,68,3712.31,8,4,13,0.24,7245,26,4897.68
323,49,331.76,3,3,56,0.08,2205,26,4928.13
125,5,671.68,2,4,34,0.13,9033,34,2233.57
168,60,2983.16,14,2,57,0.28,4149,8,648.95
29,84,1438.21,7,5,42,0.29,2537,31,2104.39
162,85,5630.72,12,9,5,0.09,9079,29,3711.19
255,46,3690.0,3,3,21,0.08,6978,19,1076.37
298,13,9299.18,4,6,7,0.05,9095,22,1454.05
62,69,5932.93,3,3,15,0.06,2890,21,4129.09
242,99,3679.3,6,5,23,0.15,5158,26,4433.01
59,83,758.46,12,8,43,0.16,3817,17,415.91
314,20,5859.23,7,5,5,0.05,842,15,509.99
220,37,3590.6,12,1,53,0.02,1278,31,3595.13
133,16,3109.21,1,7,34,0.11,3090,2,267.31
295,61,8406.8,12,3,33,0.21,2178,18,3252.22
318,1,4880.43,8,1,38,0.0,2260,35,2919.63
342,75,6737.24,2,8,50,0.01,4988,6,1081.08
100,89,8347.01,9,7,18,0.28,2857,34,3044.69
326,10,135.97,14,9,57,0.12,9298,28,1238.73
209,76,1357.43,1,3,58,0.06,8456,21,1893.57
76,40,1806.51,6,3,15,0.07,3496,18,961.38
352,48,3834.19,9,4,17,0.12,2384,15,1538.49
244,94,9521.63,9,6,10,0.07,412,32,2779.99
288,88,2531.24,3,4,50,0.03,5912,8,641.45
155,34,8369.77,14,4,24,0.18,1569,19,3367.17
73,51,387.86,11,8,52,0.0,4896,9,712.0
91,17,1451.41,10,6,4,0.17,6344,20,2252.63
279,42,8929.18,1,4,8,0.18,789,18,2773.03
219,11,1704.14,1,2,28,0.28,8656,0,0.0
183,95,5733.94,7,6,49,0.05,3962,37,3380.93
238,75,1922.85,12,9,34,0.07,2405,12,2115.04
120,76,8203.78,9,5,52,0.05,6743,3,146.49
123,91,1270.16,11,6,15,0.04,3165,29,1866.71
109,26,6609.55,12,9,4,0.3,9640,8,1151.43
135,81,8757.81,1,9,43,0.18,2621,13,1731.26
207,69,6042.24,11,5,34,0.16,5081,39,3129.47
168,43,4106.66,5,4,51,0.06,1660,1,76.44
251,42,4519.05,4,3,35,0.11,6080,19,3433.7
272,63,8941.25,7,6,49,0.03,1882,16,1113.95
347,58,652.36,4,6,51,0.03,8455,25,3042.35
11,44,8354.73,6,8,23,0.04,2635,25,618.21
26,2,4395.42,7,7,45,0.18,9239,33,3990.84
44,18,2539.6,14,5,35,0.23,1953,15,1792.4
198,38,3246.82,4,7,51,0.03,3837,34,6563.77
102,50,1785.26,12,9,1,0.3,8091,34,6721.67
91,33,3036.66,3,1,36,0.06,5451,17,1741.31
337,4,3222.05,2,4,21,0.15,2680,35,5800.19
26,60,292.8,4,5,33,0.1,4379,38,5094.92
329,49,2654.15,2,1,35,0.25,6,33,1193.5
284,67,6143.76,10,7,54,0.15,6446,4,117.9
68,23,7400.55,7,3,49,0.1,6129,5,795.47
202,46,6660.52,14,3,2,0.17,724,8,558.16
142,74,4841.03,5,5,22,0.21,3658,12,1885.67
169,72,6274.17,13,1,17,0.22,1087,32,5243.77
353,27,7375.3,2,6,24,0.08,3624,14,765.06
25,12,5991.09,13,4,49,0.07,7591,38,7010.55
74,15,3878.94,12,3,19,0.03,9125,3,526.58
307,41,2677.83,10,1,17,0.03,507,28,4324.47
50,66,7433.45,5,8,24,0.05,6046,13,609.11
333,87,3011.41,5,6,40,0.29,4121,4,793.08
206,37,6731.22,12,4,55,0.28,8745,23,2337.86
116,13,8260.38,1,1,10,0.12,8162,6,577.7
335,26,2980.58,7,6,24,0.04,7495,16,1817.97
130,96,5613.79,9,6,30,0.06,1027,13,1845.13
13,37,6423.69,1,4,47,0.17,2145,18,1289.41
361,15,5257.25,2,2,47,0.11,5858,22,2752.15
83,70,7249.4,12,5,36,0.2,4689,20,2631.02
224,25,9907.92,5,1,47,0.03,7362,15,1457.4
163,13,5618.01,9,9,52,0.07,26,36,5485.31
140,52,1439.53,5,9,23,0.3,399,7,657.49
50,53,6936.78,5,3,4,0.26,8981,32,3904.74
165,55,5924.9,4,1,47,0.08,3322,35,5160.94
163,9,1694.45,12,1,12,0.21,595,3,520.74
223,36,413.36,10,2,12,0.26,4307,8,192.94
47,7,4467.1,8,5,26,0.23,5000,13,320.65
327,99,3697.93,2,9,58,0.01,3865,30,3131.52
255,96,3040.69,4,6,52,0.28,2466,24,3591.81
108,17,5305.24,7,1,56,0.17,2350,1,68.6
192,11,2140.21,9,2,21,0.29,4118,25,3462.7
109,41,4545.27,9,2,26,0.19,706,31,5950.1
341,20,3072.21,3,2,36,0.22,6706,21,2663.69
255,98,5576.17,9,3,15,0.25,5453,20,492.24
38,95,8924.39,2,8,46,0.05,9614,31,2168.35
191,74,5519.61,10,2,54,0.17,3734,16,1978.26
260,13,2268.41,11,5,25,0.19,7188,28,5035.91
237,32,1832.27,5,1,26,0.23,3390,7,678.8
330,49,5648.48,9,7,50,0.1,5655,18,3441.48
135,98,5258.48,13,9,30,0.3,5699,9,877.74
13,67,2845.21,13,9,58,0.19,3980,22,482.3
72,14,165.05,11,3,26,0.19,1011,8,1418.21
159,25,4624.21,4,9,13,0.25,6306,5,414.78
95,67,1973.77,11,9,50,0.13,4508,1,123.1
247,64,7330.68,6,2,57,0.22,267,14,781.76
332,42,6331.98,6,7,33,0.28,1467,38,1367.63
100,66,7315.35,4,9,56,0.12,628,12,1948.5
11,49,308.32,8,1,28,0.23,4377,24,4745.51
241,39,8244.38,3,9,55,0.22,421,13,1933.92
364,11,2733.06,5,7,45,0.24,6390,13,2369.04
15,97,7823.24,13,4,1,0.3,2797,33,1481.51
339,67,2966.69,10,4,29,0.19,5714,12,1872.43
297,60,8393.28,11,3,52,0.21,348,19,3778.2
117,40,1560.05,13,8,5,0.05,8612,12,1795.4
41,8,3207.92,9,2,57,0.06,3183,14,2225.76
139,1,2496.52,5,1,20,0.23,8423,3,212.75
44,77,42.39,8,4,26,0.03,3649,12,1862.63
52,90,9236.81,1,2,26,0.2,6071,28,1175.86
118,62,4527.28,11,8,42,0.06,2825,28,4449.83
126,52,6059.99,10,5,34,0.09,1359,23,2911.13
345,84,2446.92,11,5,35,0.16,7442,27,3146.22
31,98,5527.95,7,5,7,0.05,3851,11,652.33
268,77,3365.08,2,3,10,0.22,9719,26,1568.61
333,16,2434.17,4,4,13,0.16,3492,14,2355.88
101,28,2411.0,2,5,54,0.15,3215,11,472.39
355,39,6877.39,5,7,5,0.07,1746,36,1273.09
130,78,5459.5,6,9,48,0.1,8860,4,662.51
172,29,907.74,1,1,35,0.11,852,16,469.79
267,55,412.41,5,6,30,0.08,6178,38,1274.52
90,94,2601.79,12,3,3,0.19,8539,19,1318.57
127,79,9594.87,7,2,36,0.3,8475,4,288.04
172,25,9061.42,12,8,34,0.28,9575,17,782.68
37,68,6262.18,2,1,37,0.18,5990,10,1458.07
248,52,8848.57,10,8,40,0.14,6658,9,565.27
319,82,4467.25,8,3,30,0.07,9166,15,2372.77
57,45,7311.79,10,1,43,0.17,2033,14,1309.55
11,1,740.27,8,9,35,0.2,7428,23,2112.51
339,27,9348.25,8,2,58,0.14,7103,12,648.69
338,94,4100.88,5,6,15,0.27,604,11,1150.85
142,12,5551.42,5,7,27,0.16,5993,23,4331.63
24,64,1870.8,2,8,10,0.22,6582,20,2115.38
354,22,1967.37,9,2,26,0.11,7857,13,749.15
56,52,1514.78,1,1,57,0.26,3253,3,144.93
30,39,9142.8,6,2,51,0.08,9410,5,482.07
294,93,3128.07,1,1,33,0.1,6310,9,616.01
320,71,6893.81,6,9,17,0.08,8605,11,760.11
88,51,5896.14,10,7,55,0.09,4588,27,4916.22
273,39,7727.21,5,6,45,0.2,4057,2,160.69
137,70,80.33,2,1,17,0.16,9168,3,508.72
94,55,8882.68,7,7,50,0.11,749,22,1635.07
261,74,3167.98,9,7,35,0.18,7378,11,537.09
189,18,9956.7,3,1,15,0.21,936,20,2947.74
129,76,5021.95,7,7,45,0.13,6920,23,3414.3
239,83,3701.65,3,1,41,0.18,4021,26,4928.38
22,9,4754.19,5,4,31,0.25,2220,38,7266.2
9,88,4050.75,12,4,15,0.08,7517,2,272.29
278,49,527.43,11,1,51,0.0,6249,15,994.3
230,6,5806.3,11,6,58,0.28,2726,15,2716.35
66,85,7381.48,3,2,49,0.08,4132,10,868.67
287,88,2039.25,11,9,48,0.14,2338,21,823.87
8,95,910.85,2,2,41,0.04,4925,26,827.45
52,73,3089.3,14,3,49,0.1,8542,35,3454.78
181,13,9738.64,14,3,24,0.16,5099,31,4208.08
227,55,4257.8,4,7,11,0.14,2999,4,484.6
169,85,6184.86,1,8,25,0.28,9879,28,4188.04
85,12,8428.61,13,6,7,0.19,2573,10,294.75
236,24,2540.37,6,2,36,0.12,28,1,96.14
152,74,3237.51,4,1,38,0.21,6508,16,2144.28
58,18,6367.92,11,3,44,0.26,4078,15,910.33
54,92,3766.13,7,9,41,0.08,2633,7,343.52
193,92,1184.05,2,3,45,0.27,8826,31,2125.03
291,4,1459.63,14,1,50,0.02,4554,37,5666.61
299,93,7881.12,5,2,37,0.25,3365,37,1523.34
256,80,8840.23,14,3,42,0.14,2785,9,1730.34
157,96,6207.5,10,1,4,0.25,5972,24,1151.34
324,68,9878.06,3,3,35,0.17,3819,14,799.82
75,34,4678.75,10,3,34,0.3,961,19,1540.71
138,67,1314.5,12,2,46,0.17,2385,36,1758.79
193,80,2396.61,1,6,32,0.08,997,11,1687.58
311,49,1502.32,3,3,50,0.16,8711,6,162.85
59,42,4411.5,13,7,32,0.06,7651,16,1437.21
238,31,9351.7,12,7,16,0.29,3720,27,2229.52
80,36,5498.64,4,1,51,0.25,7071,30,4879.62
227,45,3331.88,9,2,36,0.18,2742,15,1148.41
322,91,3054.66,4,6,59,0.04,3801,30,2403.86
63,2,8475.91,13,6,29,0.24,5386,36,765.36
232,24,8601.54,14,8,30,0.2,7474,22,851.69
282,86,9064.36,14,4,18,0.03,3551,23,3517.03
295,41,3404.23,12,3,5,0.11,7397,22,2579.75
119,15,7266.97,9,7,2,0.22,3620,38,5128.97
53,7,5355.73,2,6,40,0.19,5632,17,3185.39
100,57,4542.58,13,1,47,0.17,3304,35,5015.81
248,35,8090.4,7,5,19,0.2,64,3,101.64
336,27,1433.69,13,1,2,0.11,7443,34,5543.53
98,16,4550.14,7,8,43,0.14,9572,20,732.42
221,21,6708.9,11,4,37,0.18,9318,20,3363.78
200,17,9668.25,3,9,29,0.29,2702,28,4668.68
190,74,2068.12,4,7,52,0.1,9353,11,1965.93
265,22,6921.56,1,2,32,0.23,3638,22,3409.16
106,41,3433.3,10,6,38,0.26,5390,23,1512.26
226,2,9004.88,9,5,28,0.16,1042,6,328.83
75,11,6072.87,5,2,36,0.03,8641,1,110.37
79,98,9785.15,11,7,50,0.1,9056,32,6305.12
243,55,1300.06,3,2,51,0.02,7263,39,7626.7
31,14,217.87,5,9,1,0.1,7126,15,1794.61
361,80,6787.45,6,7,5,0.17,1656,19,3401.85
314,74,5899.65,4,2,30,0.09,4119,38,4544.46
13,49,6131.6,13,4,20,0.02,317,22,501.82
282,29,9135.25,11,3,6,0.22,4365,24,3266.31
110,26,8844.98,13,8,14,0.21,8666,17,1673.21
53,25,8847.08,12,3,31,0.05,2707,21,1461.5
308,30,1974.29,6,5,26,0.13,5404,6,1127.33
324,36,5259.35,3,7,28,0.18,8074,24,1894.96
16,43,9122.73,4,7,54,0.02,2558,13,2064.07
4,55,147.89,7,3,16,0.06,8577,11,1293.58
316,3,1060.65,7,5,24,0.14,507,29,3218.5
296,89,4818.24,4,7,44,0.02,749,3,555.93
120,13,9175.62,9,5,1,0.08,8113,33,5085.13
38,30,3588.45,12,2,53,0.08,4265,38,1128.6
95,38,5520.79,11,4,54,0.24,1882,13,2561.18
192,99,2453.0,9,3,40,0.16,5646,30,2450.4
105,68,618.76,14,8,4,0.27,3090,15,1012.69
152,56,3468.25,5,6,54,0.03,3789,12,1034.38
358,2,8595.62,9,6,31,0.17,3736,28,805.18
89,88,2919.72,11,4,17,0.17,6072,1,90.95
72,73,1679.18,3,6,59,0.09,4926,28,1834.26
201,32,2373.92,5,6,41,0.18,6163,34,820.44
67,53,6884.88,4,5,39,0.05,3245,36,4509.2
297,72,8714.99,13,4,4,0.08,9453,34,5696.37
10,63,4308.1,10,6,41,0.11,1776,16,2128.92
272,17,9084.52,1,6,48,0.16,3293,1,27.9
323,66,9950.75,1,4,59,0.1,5852,36,6971.73
276,77,4599.71,6,9,37,0.05,613,6,805.83
248,41,8435.42,7,3,1,0.26,6755,26,4134.42
112,49,4269.57,12,9,49,0.21,9982,29,5777.26
7,6,8334.66,12,1,3,0.29,7465,33,5458.35
323,54,9591.03,4,1,3,0.18,5926,4,127.72
63,26,5300.75,10,6,24,0.04,2821,15,2101.89
221,20,8480.66,13,6,39,0.17,1222,9,1618.98
314,24,9597.8,1,2,27,0.04,7614,24,3718.08
101,41,8669.43,3,1,47,0.09,311,36,3896.09
61,62,2595.96,10,3,56,0.17,6360,3,476.96
358,84,3866.62,2,9,10,0.01,5212,34,903.8
283,57,9407.14,7,7,5,0.19,5166,22,2414.78
92,36,925.67,12,5,14,0.09,9870,0,0.0
175,3,4898.13,4,4,21,0.21,7349,11,757.34
59,36,5456.37,11,6,53,0.23,2664,37,2169.55
60,87,2506.34,13,9,19,0.0,3655,25,674.15
293,30,1443.81,11,7,46,0.29,285,21,2002.23
22,15,1595.95,5,8,51,0.16,14,35,4415.57
349,12,8912.31,12,6,18,0.07,2775,3,239.08
203,7,7821.62,10,4,24,0.17,3363,21,1972.21
293,37,2976.98,1,1,42,0.21,3637,24,2113.22
30,39,8207.81,3,4,58,0.19,5587,36,2207.5
132,51,6031.93,10,5,40,0.24,9844,3,75.62
124,33,6858.99,1,9,49,0.1,3906,11,1008.69
180,39,2693.83,11,5,13,0.2,4487,14,507.3
4,26,8157.89,7,8,19,0.04,2399,28,2383.61
342,57,7816.72,8,3,13,0.28,9111,20,525.03
322,5,9052.1,1,3,52,0.14,412,23,4163.97
207,93,1512.14,2,1,3,0.12,1533,10,722.31
301,76,7325.53,12,8,12,0.16,1590,25,4871.52
11,78,4787.48,4,2,19,0.08,1220,30,735.4
340,79,3596.37,8,3,31,0.08,214,33,5797.02
280,24,4765.84,2,2,26,0.11,5183,17,622.06
278,43,590.27,7,6,38,0.01,156,1,48.03
206,35,121.7,5,1,7,0.15,8418,6,573.92
67,10,266.45,7,9,20,0.06,985,16,2314.44
342,19,1277.16,7,3,8,0.26,1437,11,739.74
144,42,1590.98,2,2,44,0.14,1455,20,2921.63
125,92,1894.11,3,4,9,0.03,1581,27,3032.06
212,11,362.22,6,4,42,0.21,7604,9,952.72
42,82,7274.93,5,1,27,0.27,3662,12,1504.36
255,76,8788.86,8,4,5,0.16,54,39,1804.03
308,58,7495.91,6,3,22,0.02,2078,37,7291.08
27,82,3792.22,14,9,27,0.16,4971,11,1157.36
330,79,5336.7,4,2,26,0.12,2222,18,808.21
159,83,1861.19,8,9,10,0.23,3082,21,1477.97
21,89,6738.38,13,7,4,0.03,9451,9,991.7
171,93,2446.8,8,8,58,0.12,5278,11,1584.71
312,34,173.38,5,3,15,0.26,351,30,2118.35
53,15,8198.38,2,4,25,0.17,2086,13,682.27
63,47,3076.7,7,1,55,0.24,2,18,1593.21
139,91,4783.53,6,2,4,0.28,2423,10,1589.44
148,86,2191.95,8,1,13,0.19,3420,8,866.2
149,27,1444.96,13,6,1,0.14,8297,25,4931.37
155,88,3891.14,2,5,8,0.17,4510,35,4332.0
322,95,4288.02,13,3,26,0.0,5970,13,1778.48
145,51,8134.45,5,9,10,0.08,6133,32,1967.94
12,91,4157.76,7,8,48,0.28,5713,37,3967.77
223,38,624.84,13,1,40,0.13,8835,19,1065.49
237,77,8458.96,12,7,29,0.25,4015,4,157.91
66,16,2645.79,14,6,55,0.06,3566,6,1023.2
21,26,8600.14,13,6,8,0.26,3920,19,2987.59
195,40,80.56,11,4,29,0.08,8458,5,694.84
13,91,1195.99,12,4,17,0.04,1345,23,1583.15
186,79,6330.18,3,5,31,0.18,1090,18,847.35
320,87,4399.64,3,7,27,0.07,6823,22,2771.73
17,54,114.14,6,3,2,0.15,7198,0,0.0
40,61,102.98,3,7,20,0.13,6623,6,648.45
40,1,5526.07,11,2,51,0.22,504,1,89.61
35,32,5230.22,14,9,33,0.2,6482,31,5266.87
163,52,1624.12,1,7,50,0.22,5164,36,5948.57
118,38,8696.24,2,1,56,0.19,9089,23,1855.9
79,57,9710.34,6,8,52,0.1,1687,3,572.12
15,47,9908.87,5,9,20,0.23,7528,3,190.49
319,80,8569.15,9,4,56,0.19,8925,19,1204.5
90,3,2657.96,7,2,42,0.15,6516,25,2818.84
158,85,83.41,11,4,36,0.07,8397,27,3156.99
351,33,995.24,12,1,24,0.04,2030,37,1106.08
109,73,3831.24,13,4,23,0.29,2922,4,274.64
132,9,4080.7,10,3,38,0.06,8984,25,2997.67
235,42,7669.84,3,6,31,0.01,5949,26,3258.37
78,14,155.7,5,8,8,0.2,9780,7,526.96
245,75,4860.35,6,6,57,0.2,4517,4,701.14
19,36,223.9,3,4,15,0.06,8960,35,6887.6
130,89,5542.01,6,9,37,0.16,8773,21,431.35
208,79,4512.92,8,4,6,0.03,1203,3,211.8
315,15,1976.0,12,8,20,0.25,6739,22,675.83
266,12,4622.04,7,4,48,0.24,4941,13,2190.8
122,81,3271.44,4,2,45,0.29,4639,15,2070.23
171,96,8822.54,6,5,49,0.04,2503,6,951.42
318,22,5435.26,7,3,8,0.25,4399,18,2230.68
281,38,7252.32,4,9,36,0.04,9303,23,3154.56
268,80,7554.39,7,6,41,0.2,4516,14,280.09
41,59,6825.8,7,8,9,0.26,7939,9,1009.96
24,1,8720.38,6,6,54,0.12,3301,15,2897.61
106,91,5012.74,8,7,22,0.1,9190,15,2993.89
272,89,9884.79,13,1,17,0.15,6828,36,4632.48
77,70,918.48,2,9,19,0.21,9450,31,2302.66
353,62,5930.3,8,3,38,0.04,7000,34,2499.45
354,59,3840.17,4,8,49,0.01,819,34,1301.11
138,42,7081.51,7,3,26,0.25,8803,32,5910.62
342,94,7718.65,11,4,24,0.26,5938,39,1494.61
131,20,6838.1,13,3,4,0.18,8421,16,656.19
24,8,4069.49,14,1,8,0.21,9327,27,5399.19
160,33,9745.07,4,5,44,0.04,5119,0,0.0
68,41,5102.19,7,9,53,0.26,527,1,69.97
320,10,6079.71,6,4,14,0.03,9766,25,3794.16
250,12,5857.54,12,2,20,0.02,4104,33,2714.25
338,97,6139.18,7,8,47,0.02,4099,0,0.0
94,48,3830.51,14,9,13,0.24,7095,14,1267.77
194,67,622.8,4,7,43,0.28,3045,21,648.51
352,41,1526.91,4,9,7,0.16,6924,37,1549.28
177,10,566.24,3,7,46,0.12,7126,33,3574.37
198,9,8663.45,10,6,7,0.02,832,37,4232.89
150,91,3857.38,6,8,15,0.21,2423,4,498.01
188,24,6746.99,2,4,6,0.1,8495,29,980.38
158,31,2614.89,4,6,16,0.24,6439,1,184.78
168,68,5096.24,1,1,36,0.07,8936,38,3537.04
223,85,7049.35,7,3,22,0.22,7407,38,2405.05
46,29,3136.0,8,4,20,0.05,2036,35,5403.7
271,8,2214.19,6,2,13,0.27,3344,0,0.0
8,75,9402.45,11,1,5,0.04,2512,23,3299.56
308,55,520.04,7,3,26,0.29,3632,17,1202.64
59,30,4822.77,11,3,40,0.17,8297,28,1456.81
